,Customer ID,Loan Sanction Amount (USD)
133,C-30635,36999.425
134,C-6981,36999.425
135,C-5924,36999.425
136,C-9590,36999.425
137,C-23842,36999.425
138,C-45972,36999.425
139,C-39623,36999.425
140,C-49153,36999.425
141,C-34958,36999.425
142,C-36476,36999.425
143,C-28630,36999.425
144,C-12012,36999.425
145,C-37986,36999.425
146,C-11513,36999.425
147,C-48999,36999.425
148,C-7194,36999.425
149,C-14162,36999.425
150,C-6137,36999.425
151,C-7348,36999.425
152,C-25756,36999.425
153,C-40915,36999.425
154,C-28646,36999.425
155,C-31130,36999.425
156,C-8532,36999.425
157,C-24097,36999.425
158,C-1855,36999.425
159,C-35375,36999.425
160,C-3997,36999.425
161,C-42188,36999.425
162,C-33694,36999.425
163,C-1613,36999.425
164,C-9405,36999.425
165,C-5964,36999.425
166,C-20231,36999.425
167,C-23969,36999.425
168,C-36011,36999.425
169,C-23079,36999.425
170,C-44925,36999.425
171,C-9000,36999.425
172,C-49513,36999.425
173,C-49824,36999.425
174,C-17542,36999.425
175,C-39446,36999.425
176,C-24862,36999.425
177,C-30025,36999.425
178,C-20039,36999.425
179,C-34113,36999.425
180,C-19871,36999.425
181,C-7017,36999.425
182,C-16017,36999.425
183,C-1475,36999.425
184,C-35040,36999.425
185,C-37318,36999.425
186,C-4757,36999.425
187,C-26696,36999.425
188,C-2450,36999.425
189,C-38702,36999.425
190,C-31969,36999.425
191,C-34069,36999.425
192,C-23160,36999.425
193,C-30804,36999.425
194,C-49195,36999.425
195,C-13029,36999.425
196,C-39590,36999.425
197,C-45950,36999.425
198,C-1907,36999.425
199,C-9729,36999.425
200,C-24353,36999.425
201,C-3768,36999.425
202,C-48652,36999.425
203,C-14858,36999.425
204,C-32326,36999.425
205,C-35385,36999.425
206,C-45900,36999.425
207,C-5823,36999.425
208,C-29879,36999.425
209,C-2015,36999.425
210,C-19823,36999.425
211,C-19528,36999.425
212,C-40682,36999.425
213,C-49354,36999.425
214,C-25744,36999.425
215,C-14328,36999.425
216,C-2727,36999.425
217,C-45497,36999.425
218,C-17894,36999.425
219,C-10903,36999.425
220,C-39413,36999.425
221,C-4926,36999.425
222,C-29376,36999.425
223,C-7440,36999.425
224,C-38279,36999.425
225,C-43246,36999.425
226,C-33701,36999.425
227,C-1603,36999.425
228,C-21756,36999.425
229,C-20553,36999.425
230,C-40318,36999.425
231,C-23274,36999.425
232,C-3521,36999.425
233,C-19742,36999.425
234,C-42176,36999.425
235,C-33938,36999.425
236,C-20363,36999.425
237,C-1614,36999.425
238,C-22568,36999.425
239,C-24796,36999.425
240,C-25092,36999.425
241,C-40256,36999.425
242,C-27504,36999.425
243,C-25753,36999.425
244,C-27194,36999.425
245,C-17798,36999.425
246,C-11864,36999.425
247,C-722,36999.425
248,C-8111,36999.425
249,C-25051,36999.425
250,C-42216,36999.425
251,C-20767,36999.425
252,C-22334,36999.425
253,C-23551,36999.425
254,C-48437,36999.425
255,C-21452,36999.425
256,C-16307,36999.425
257,C-29324,36999.425
258,C-4513,36999.425
259,C-32774,36999.425
260,C-15695,36999.425
261,C-48811,36999.425
262,C-24101,36999.425
263,C-17567,36999.425
264,C-3203,36999.425
265,C-27870,36999.425
266,C-34250,36999.425
267,C-6052,36999.425
268,C-33730,36999.425
269,C-33735,36999.425
270,C-41784,36999.425
271,C-36379,36999.425
272,C-37051,36999.425
273,C-45284,36999.425
274,C-22611,36999.425
275,C-15220,36999.425
276,C-46916,36999.425
277,C-16477,36999.425
278,C-32921,36999.425
279,C-10743,36999.425
280,C-25717,36999.425
281,C-38804,36999.425
282,C-47665,36999.425
283,C-47745,36999.425
284,C-8340,36999.425
285,C-35857,36999.425
286,C-13835,36999.425
287,C-8181,36999.425
288,C-7606,36999.425
289,C-28889,36999.425
290,C-19884,36999.425
291,C-26792,36999.425
292,C-29963,36999.425
293,C-23208,36999.425
294,C-26232,36999.425
295,C-38972,36999.425
296,C-28626,36999.425
297,C-3278,36999.425
298,C-9079,36999.425
299,C-18569,36999.425
300,C-43756,36999.425
301,C-17687,36999.425
302,C-5824,36999.425
303,C-6145,36999.425
304,C-5160,36999.425
305,C-13520,36999.425
306,C-2648,36999.425
307,C-9345,36999.425
308,C-46369,36999.425
309,C-34024,36999.425
310,C-37594,36999.425
311,C-16600,36999.425
312,C-12689,36999.425
313,C-31285,36999.425
314,C-20977,36999.425
315,C-8645,36999.425
316,C-28949,36999.425
317,C-42339,36999.425
318,C-18516,36999.425
319,C-26843,36999.425
320,C-37352,36999.425
321,C-9621,36999.425
322,C-40583,36999.425
323,C-44959,36999.425
324,C-10087,36999.425
325,C-31261,36999.425
326,C-2632,36999.425
327,C-35797,36999.425
328,C-9943,36999.425
329,C-48614,36999.425
330,C-38577,36999.425
331,C-9012,36999.425
332,C-22068,36999.425
333,C-34390,36999.425
334,C-17445,36999.425
335,C-42960,36999.425
336,C-29172,36999.425
337,C-8067,36999.425
338,C-19101,36999.425
339,C-16365,36999.425
340,C-46578,36999.425
341,C-7726,36999.425
342,C-11802,36999.425
343,C-26157,36999.425
344,C-12804,36999.425
345,C-13829,36999.425
346,C-16434,36999.425
347,C-27426,36999.425
348,C-40208,36999.425
349,C-35800,36999.425
350,C-14093,36999.425
351,C-11648,36999.425
352,C-44330,36999.425
353,C-3517,36999.425
354,C-21658,36999.425
355,C-6711,36999.425
356,C-16178,36999.425
357,C-19315,36999.425
358,C-12505,36999.425
359,C-39404,36999.425
360,C-23783,36999.425
361,C-40002,36999.425
362,C-30526,36999.425
363,C-8034,36999.425
364,C-33801,36999.425
365,C-44646,36999.425
366,C-32172,36999.425
367,C-15887,36999.425
368,C-391,36999.425
369,C-35271,36999.425
370,C-45419,36999.425
371,C-26170,36999.425
372,C-41141,36999.425
373,C-19608,36999.425
374,C-12816,36999.425
375,C-2852,36999.425
376,C-23982,36999.425
377,C-27035,36999.425
378,C-19243,36999.425
379,C-33098,36999.425
380,C-18918,36999.425
381,C-38094,36999.425
382,C-39100,36999.425
383,C-10477,36999.425
384,C-41693,36999.425
385,C-25244,36999.425
386,C-30176,36999.425
387,C-43024,36999.425
388,C-17663,36999.425
389,C-18116,36999.425
390,C-12113,36999.425
391,C-47954,36999.425
392,C-5056,36999.425
393,C-13678,36999.425
394,C-11014,36999.425
395,C-38944,36999.425
396,C-6241,36999.425
397,C-3386,36999.425
398,C-44010,36999.425
399,C-38450,36999.425
400,C-5233,36999.425
401,C-29556,36999.425
402,C-8420,36999.425
403,C-15978,36999.425
404,C-34580,36999.425
405,C-31624,36999.425
406,C-26269,36999.425
407,C-22174,36999.425
408,C-39257,36999.425
409,C-461,36999.425
410,C-19987,36999.425
411,C-22313,36999.425
412,C-36169,36999.425
413,C-27644,36999.425
414,C-2735,36999.425
415,C-15015,36999.425
416,C-37397,36999.425
417,C-45699,36999.425
418,C-20783,36999.425
419,C-17847,36999.425
420,C-38305,36999.425
421,C-6907,36999.425
422,C-7342,36999.425
423,C-7045,36999.425
424,C-13221,36999.425
425,C-34726,36999.425
426,C-35426,36999.425
427,C-43748,36999.425
428,C-2888,36999.425
429,C-32967,36999.425
430,C-30265,36999.425
431,C-13304,36999.425
432,C-17380,36999.425
433,C-1417,36999.425
434,C-21679,36999.425
435,C-31369,36999.425
436,C-18618,36999.425
437,C-15173,36999.425
438,C-25409,36999.425
439,C-22695,36999.425
440,C-7870,36999.425
441,C-35059,36999.425
442,C-19262,36999.425
443,C-10179,36999.425
444,C-10978,36999.425
445,C-45858,36999.425
446,C-8194,36999.425
447,C-9392,36999.425
448,C-49795,36999.425
449,C-23829,36999.425
450,C-28834,36999.425
451,C-45277,36999.425
452,C-11440,36999.425
453,C-10158,36999.425
454,C-46131,36999.425
455,C-27846,36999.425
456,C-12099,36999.425
457,C-7556,36999.425
458,C-36717,36999.425
459,C-6230,36999.425
460,C-26450,36999.425
461,C-42638,36999.425
462,C-40852,36999.425
463,C-48264,36999.425
464,C-25725,36999.425
465,C-1251,36999.425
466,C-38116,36999.425
467,C-33330,36999.425
468,C-28034,36999.425
469,C-15275,36999.425
470,C-18947,36999.425
471,C-45711,36999.425
472,C-39206,36999.425
473,C-2536,36999.425
474,C-45427,36999.425
475,C-34637,36999.425
476,C-8357,36999.425
477,C-15199,36999.425
478,C-42345,36999.425
479,C-15973,36999.425
480,C-778,36999.425
481,C-18961,36999.425
482,C-31944,36999.425
483,C-49215,36999.425
484,C-15736,36999.425
485,C-39719,36999.425
486,C-21669,36999.425
487,C-12666,36999.425
488,C-108,36999.425
489,C-28294,36999.425
490,C-931,36999.425
491,C-46269,36999.425
492,C-21864,36999.425
493,C-40951,36999.425
494,C-17344,36999.425
495,C-30471,36999.425
496,C-6151,36999.425
497,C-49031,36999.425
498,C-21146,36999.425
499,C-9283,36999.425
500,C-38375,36999.425
501,C-37722,36999.425
502,C-39145,36999.425
503,C-7771,36999.425
504,C-14611,36999.425
505,C-3433,36999.425
506,C-47000,36999.425
507,C-38783,36999.425
508,C-25384,36999.425
509,C-27444,36999.425
510,C-20567,36999.425
511,C-19163,36999.425
512,C-7784,36999.425
513,C-42195,36999.425
514,C-15641,36999.425
515,C-45148,36999.425
516,C-49786,36999.425
517,C-43483,36999.425
518,C-31900,36999.425
519,C-7955,36999.425
520,C-49917,36999.425
521,C-20928,36999.425
522,C-32586,36999.425
523,C-8832,36999.425
524,C-37974,36999.425
525,C-11184,36999.425
526,C-27932,36999.425
527,C-22581,36999.425
528,C-17470,36999.425
529,C-35562,36999.425
530,C-21391,36999.425
531,C-2036,36999.425
532,C-487,36999.425
533,C-49534,36999.425
534,C-27793,36999.425
535,C-47718,36999.425
536,C-28840,36999.425
537,C-36903,36999.425
538,C-12478,36999.425
539,C-5497,36999.425
540,C-19291,36999.425
541,C-37414,36999.425
542,C-27189,36999.425
543,C-23974,36999.425
544,C-37756,36999.425
545,C-6994,36999.425
546,C-26676,36999.425
547,C-18336,36999.425
548,C-39249,36999.425
549,C-46594,36999.425
550,C-46668,36999.425
551,C-31182,36999.425
552,C-33649,36999.425
553,C-795,36999.425
554,C-41864,36999.425
555,C-27099,36999.425
556,C-13217,36999.425
557,C-27941,36999.425
558,C-26999,36999.425
559,C-19798,36999.425
560,C-872,36999.425
561,C-42696,36999.425
562,C-4207,36999.425
563,C-5977,36999.425
564,C-37417,36999.425
565,C-27520,36999.425
566,C-28968,36999.425
567,C-7218,36999.425
568,C-9926,36999.425
569,C-6283,36999.425
570,C-28564,36999.425
571,C-7458,36999.425
572,C-23936,36999.425
573,C-15056,36999.425
574,C-48332,36999.425
575,C-5285,36999.425
576,C-22261,36999.425
577,C-6649,36999.425
578,C-39775,36999.425
579,C-16672,36999.425
580,C-22949,36999.425
581,C-33264,36999.425
582,C-18411,36999.425
583,C-2981,36999.425
584,C-25486,36999.425
585,C-20743,36999.425
586,C-43852,36999.425
587,C-33935,36999.425
588,C-12280,36999.425
589,C-7324,36999.425
590,C-10229,36999.425
591,C-29096,36999.425
592,C-7146,36999.425
593,C-48092,36999.425
594,C-7802,36999.425
595,C-41995,36999.425
596,C-24558,36999.425
597,C-41069,36999.425
598,C-49771,36999.425
599,C-14429,36999.425
600,C-36459,36999.425
601,C-595,36999.425
602,C-37861,36999.425
603,C-5702,36999.425
604,C-48665,36999.425
605,C-44788,36999.425
606,C-41968,36999.425
607,C-28021,36999.425
608,C-49046,36999.425
609,C-48198,36999.425
610,C-2224,36999.425
611,C-29812,36999.425
612,C-28119,36999.425
613,C-33458,36999.425
614,C-31298,36999.425
615,C-42213,36999.425
616,C-45134,36999.425
617,C-18790,36999.425
618,C-8651,36999.425
619,C-34551,36999.425
620,C-46838,36999.425
621,C-45834,36999.425
622,C-23656,36999.425
623,C-35479,36999.425
624,C-9171,36999.425
625,C-32795,36999.425
626,C-39761,36999.425
627,C-6842,36999.425
628,C-1477,36999.425
629,C-29391,36999.425
630,C-36372,36999.425
631,C-3050,36999.425
632,C-24135,36999.425
633,C-17657,36999.425
634,C-22379,36999.425
635,C-48251,36999.425
636,C-47996,36999.425
637,C-46600,36999.425
638,C-24183,36999.425
639,C-39134,36999.425
640,C-3569,36999.425
641,C-44734,36999.425
642,C-26917,36999.425
643,C-43369,36999.425
644,C-16973,36999.425
645,C-10007,36999.425
646,C-45821,36999.425
647,C-22286,36999.425
648,C-26486,36999.425
649,C-4785,36999.425
650,C-41874,36999.425
651,C-40217,36999.425
652,C-21423,36999.425
653,C-42449,36999.425
654,C-34243,36999.425
655,C-3917,36999.425
656,C-33066,36999.425
657,C-2723,36999.425
658,C-8412,36999.425
659,C-9722,36999.425
660,C-38320,36999.425
661,C-29676,36999.425
662,C-27298,36999.425
663,C-31654,36999.425
664,C-13695,36999.425
665,C-25086,36999.425
666,C-44465,36999.425
667,C-21654,36999.425
668,C-41060,36999.425
669,C-49595,36999.425
670,C-6280,36999.425
671,C-14434,36999.425
672,C-35331,36999.425
673,C-22482,36999.425
674,C-39569,36999.425
675,C-7791,36999.425
676,C-41802,36999.425
677,C-39667,36999.425
678,C-12376,36999.425
679,C-40906,36999.425
680,C-38890,36999.425
681,C-37476,36999.425
682,C-44946,36999.425
683,C-44451,36999.425
684,C-37113,36999.425
685,C-29497,36999.425
686,C-19756,36999.425
687,C-10272,36999.425
688,C-32834,36999.425
689,C-23725,36999.425
690,C-10753,36999.425
691,C-17104,36999.425
692,C-19153,36999.425
693,C-17340,36999.425
694,C-43187,36999.425
695,C-49532,36999.425
696,C-9014,36999.425
697,C-19519,36999.425
698,C-46047,36999.425
699,C-32269,36999.425
700,C-808,36999.425
701,C-25924,36999.425
702,C-39832,36999.425
703,C-9670,36999.425
704,C-44243,36999.425
705,C-32273,36999.425
706,C-38474,36999.425
707,C-3098,36999.425
708,C-1113,36999.425
709,C-48460,36999.425
710,C-14158,36999.425
711,C-16411,36999.425
712,C-26187,36999.425
713,C-47185,36999.425
714,C-5417,36999.425
715,C-43392,36999.425
716,C-13685,36999.425
717,C-18903,36999.425
718,C-44156,36999.425
719,C-28524,36999.425
720,C-5184,36999.425
721,C-45033,36999.425
722,C-45354,36999.425
723,C-41123,36999.425
724,C-14213,36999.425
725,C-6888,36999.425
726,C-14104,36999.425
727,C-2495,36999.425
728,C-17057,36999.425
729,C-5005,36999.425
730,C-41297,36999.425
731,C-42963,36999.425
732,C-23251,36999.425
733,C-23970,36999.425
734,C-40714,36999.425
735,C-38859,36999.425
736,C-7112,36999.425
737,C-18928,36999.425
738,C-29862,36999.425
739,C-30212,36999.425
740,C-15021,36999.425
741,C-7476,36999.425
742,C-41600,36999.425
743,C-32173,36999.425
744,C-38518,36999.425
745,C-38801,36999.425
746,C-1784,36999.425
747,C-24927,36999.425
748,C-39547,36999.425
749,C-43215,36999.425
750,C-23422,36999.425
751,C-37723,36999.425
752,C-29178,36999.425
753,C-19008,36999.425
754,C-5849,36999.425
755,C-6004,36999.425
756,C-23104,36999.425
757,C-24882,36999.425
758,C-43468,36999.425
759,C-35132,36999.425
760,C-42580,36999.425
761,C-11578,36999.425
762,C-8678,36999.425
763,C-19927,36999.425
764,C-30508,36999.425
765,C-44874,36999.425
766,C-30186,36999.425
767,C-10760,36999.425
768,C-26481,36999.425
769,C-46111,36999.425
770,C-32145,36999.425
771,C-32092,36999.425
772,C-5752,36999.425
773,C-16382,36999.425
774,C-28591,36999.425
775,C-44846,36999.425
776,C-2932,36999.425
777,C-36463,36999.425
778,C-27695,36999.425
779,C-40748,36999.425
780,C-29783,36999.425
781,C-49739,36999.425
782,C-14812,36999.425
783,C-17082,36999.425
784,C-7455,36999.425
785,C-19358,36999.425
786,C-19549,36999.425
787,C-2666,36999.425
788,C-18984,36999.425
789,C-13649,36999.425
790,C-33798,36999.425
791,C-10307,36999.425
792,C-35501,36999.425
793,C-8935,36999.425
794,C-26153,36999.425
795,C-4606,36999.425
796,C-18360,36999.425
797,C-39333,36999.425
798,C-12426,36999.425
799,C-6408,36999.425
800,C-28868,36999.425
801,C-42593,36999.425
802,C-31808,36999.425
803,C-32004,36999.425
804,C-32204,36999.425
805,C-12801,36999.425
806,C-25815,36999.425
807,C-22768,36999.425
808,C-32048,36999.425
809,C-19658,36999.425
810,C-26891,36999.425
811,C-40188,36999.425
812,C-25433,36999.425
813,C-10378,36999.425
814,C-31318,36999.425
815,C-15344,36999.425
816,C-22888,36999.425
817,C-43034,36999.425
818,C-19211,36999.425
819,C-10432,36999.425
820,C-22014,36999.425
821,C-18211,36999.425
822,C-23968,36999.425
823,C-48530,36999.425
824,C-28054,36999.425
825,C-2058,36999.425
826,C-34942,36999.425
827,C-530,36999.425
828,C-38117,36999.425
829,C-20913,36999.425
830,C-47070,36999.425
831,C-26019,36999.425
832,C-28532,36999.425
833,C-46716,36999.425
834,C-39327,36999.425
835,C-7240,36999.425
836,C-37949,36999.425
837,C-2195,36999.425
838,C-3355,36999.425
839,C-19733,36999.425
840,C-34255,36999.425
841,C-49287,36999.425
842,C-32256,36999.425
843,C-22180,36999.425
844,C-5193,36999.425
845,C-38427,36999.425
846,C-44886,36999.425
847,C-3791,36999.425
848,C-32566,36999.425
849,C-15243,36999.425
850,C-5240,36999.425
851,C-49218,36999.425
852,C-25534,36999.425
853,C-47239,36999.425
854,C-8774,36999.425
855,C-16520,36999.425
856,C-20311,36999.425
857,C-3650,36999.425
858,C-18558,36999.425
859,C-14820,36999.425
860,C-34556,36999.425
861,C-43883,36999.425
862,C-40653,36999.425
863,C-47621,36999.425
864,C-49147,36999.425
865,C-440,36999.425
866,C-11354,36999.425
867,C-15107,36999.425
868,C-24501,36999.425
869,C-28551,36999.425
870,C-28773,36999.425
871,C-36617,36999.425
872,C-28244,36999.425
873,C-41307,36999.425
874,C-832,36999.425
875,C-8287,36999.425
876,C-41225,36999.425
877,C-13965,36999.425
878,C-6491,36999.425
879,C-10751,36999.425
880,C-27955,36999.425
881,C-29401,36999.425
882,C-40588,36999.425
883,C-41993,36999.425
884,C-37136,36999.425
885,C-41702,36999.425
886,C-37634,36999.425
887,C-7102,36999.425
888,C-32351,36999.425
889,C-17461,36999.425
890,C-2675,36999.425
891,C-34452,36999.425
892,C-35202,36999.425
893,C-35085,36999.425
894,C-25301,36999.425
895,C-18247,36999.425
896,C-26468,36999.425
897,C-39744,36999.425
898,C-39530,36999.425
899,C-15276,36999.425
900,C-27599,36999.425
901,C-16294,36999.425
902,C-45920,36999.425
903,C-42972,36999.425
904,C-35739,36999.425
905,C-48070,36999.425
906,C-20738,36999.425
907,C-20164,36999.425
908,C-35798,36999.425
909,C-36931,36999.425
910,C-40067,36999.425
911,C-7033,36999.425
912,C-2919,36999.425
913,C-92,36999.425
914,C-10068,36999.425
915,C-30148,36999.425
916,C-6804,36999.425
917,C-41739,36999.425
918,C-26448,36999.425
919,C-5100,36999.425
920,C-6401,36999.425
921,C-14665,36999.425
922,C-3315,36999.425
923,C-20983,36999.425
924,C-32947,36999.425
925,C-13518,36999.425
926,C-46708,36999.425
927,C-6592,36999.425
928,C-12364,36999.425
929,C-46390,36999.425
930,C-7318,36999.425
931,C-12943,36999.425
932,C-2883,36999.425
933,C-25283,36999.425
934,C-1618,36999.425
935,C-1271,36999.425
936,C-40127,36999.425
937,C-36317,36999.425
938,C-48952,36999.425
939,C-29240,36999.425
940,C-25093,36999.425
941,C-12384,36999.425
942,C-34319,36999.425
943,C-47779,36999.425
944,C-12945,36999.425
945,C-36060,36999.425
946,C-5616,36999.425
947,C-41883,36999.425
948,C-9039,36999.425
949,C-25362,36999.425
950,C-13744,36999.425
951,C-25047,36999.425
952,C-13036,36999.425
953,C-36276,36999.425
954,C-2811,36999.425
955,C-21717,36999.425
956,C-46988,36999.425
957,C-48564,36999.425
958,C-24260,36999.425
959,C-39925,36999.425
960,C-16917,36999.425
961,C-27996,36999.425
962,C-37659,36999.425
963,C-15746,36999.425
964,C-46465,36999.425
965,C-40197,36999.425
966,C-39307,36999.425
967,C-23902,36999.425
968,C-19873,36999.425
969,C-47956,36999.425
970,C-13273,36999.425
971,C-48337,36999.425
972,C-19271,36999.425
973,C-37094,36999.425
974,C-684,36999.425
975,C-24481,36999.425
976,C-12590,36999.425
977,C-25151,36999.425
978,C-17381,36999.425
979,C-38274,36999.425
980,C-1011,36999.425
981,C-1000,36999.425
982,C-20171,36999.425
983,C-17936,36999.425
984,C-44657,36999.425
985,C-41222,36999.425
986,C-42705,36999.425
987,C-36949,36999.425
988,C-17725,36999.425
989,C-41035,36999.425
990,C-2207,36999.425
991,C-11404,36999.425
992,C-1537,36999.425
993,C-49111,36999.425
994,C-39701,36999.425
995,C-14555,36999.425
996,C-23018,36999.425
997,C-26076,36999.425
998,C-1292,36999.425
999,C-33809,36999.425
1000,C-34753,36999.425
1001,C-30028,36999.425
1002,C-33662,36999.425
1003,C-11938,36999.425
1004,C-15030,36999.425
1005,C-25693,36999.425
1006,C-39706,36999.425
1007,C-49830,36999.425
1008,C-1215,36999.425
1009,C-22515,36999.425
1010,C-34267,36999.425
1011,C-31199,36999.425
1012,C-46236,36999.425
1013,C-16259,36999.425
1014,C-2730,36999.425
1015,C-17938,36999.425
1016,C-41242,36999.425
1017,C-378,36999.425
1018,C-15648,36999.425
1019,C-48043,36999.425
1020,C-3027,36999.425
1021,C-43249,36999.425
1022,C-26632,36999.425
1023,C-16859,36999.425
1024,C-23573,36999.425
1025,C-21886,36999.425
1026,C-31479,36999.425
1027,C-37999,36999.425
1028,C-45817,36999.425
1029,C-19011,36999.425
1030,C-36365,36999.425
1031,C-7416,36999.425
1032,C-677,36999.425
1033,C-10599,36999.425
1034,C-1103,36999.425
1035,C-44906,36999.425
1036,C-16804,36999.425
1037,C-38012,36999.425
1038,C-13987,36999.425
1039,C-19544,36999.425
1040,C-3349,36999.425
1041,C-38961,36999.425
1042,C-38259,36999.425
1043,C-3666,36999.425
1044,C-36638,36999.425
1045,C-18230,36999.425
1046,C-11076,36999.425
1047,C-31226,36999.425
1048,C-9312,36999.425
1049,C-10276,36999.425
1050,C-44905,36999.425
1051,C-33369,36999.425
1052,C-34166,36999.425
1053,C-45310,36999.425
1054,C-30527,36999.425
1055,C-4627,36999.425
1056,C-38353,36999.425
1057,C-4974,36999.425
1058,C-32095,36999.425
1059,C-13549,36999.425
1060,C-43862,36999.425
1061,C-6688,36999.425
1062,C-5382,36999.425
1063,C-36550,36999.425
1064,C-721,36999.425
1065,C-1325,36999.425
1066,C-21418,36999.425
1067,C-33431,36999.425
1068,C-25465,36999.425
1069,C-6769,36999.425
1070,C-35667,36999.425
1071,C-22630,36999.425
1072,C-1353,36999.425
1073,C-15765,36999.425
1074,C-47348,36999.425
1075,C-26798,36999.425
1076,C-1575,36999.425
1077,C-26100,36999.425
1078,C-41279,36999.425
1079,C-43388,36999.425
1080,C-11917,36999.425
1081,C-6243,36999.425
1082,C-1218,36999.425
1083,C-20692,36999.425
1084,C-37907,36999.425
1085,C-20591,36999.425
1086,C-34997,36999.425
1087,C-28405,36999.425
1088,C-45810,36999.425
1089,C-10134,36999.425
1090,C-9407,36999.425
1091,C-19191,36999.425
1092,C-15367,36999.425
1093,C-44513,36999.425
1094,C-34160,36999.425
1095,C-1599,36999.425
1096,C-31067,36999.425
1097,C-25519,36999.425
1098,C-19761,36999.425
1099,C-1661,36999.425
1100,C-2525,36999.425
1101,C-25450,36999.425
1102,C-34833,36999.425
1103,C-8560,36999.425
1104,C-20590,36999.425
1105,C-9890,36999.425
1106,C-3415,36999.425
1107,C-7271,36999.425
1108,C-948,36999.425
1109,C-2910,36999.425
1110,C-16054,36999.425
1111,C-21243,36999.425
1112,C-22407,36999.425
1113,C-46383,36999.425
1114,C-48914,36999.425
1115,C-16529,36999.425
1116,C-24655,36999.425
1117,C-1926,36999.425
1118,C-32783,36999.425
1119,C-30296,36999.425
1120,C-23621,36999.425
1121,C-35554,36999.425
1122,C-46261,36999.425
1123,C-34107,36999.425
1124,C-42655,36999.425
1125,C-39873,36999.425
1126,C-17191,36999.425
1127,C-23048,36999.425
1128,C-33498,36999.425
1129,C-906,36999.425
1130,C-7234,36999.425
1131,C-18364,36999.425
1132,C-4434,36999.425
1133,C-23245,36999.425
1134,C-17033,36999.425
1135,C-2814,36999.425
1136,C-39554,36999.425
1137,C-24123,36999.425
1138,C-7293,36999.425
1139,C-41615,36999.425
1140,C-4869,36999.425
1141,C-2885,36999.425
1142,C-18098,36999.425
1143,C-8981,36999.425
1144,C-15668,36999.425
1145,C-2158,36999.425
1146,C-47085,36999.425
1147,C-29563,36999.425
1148,C-6396,36999.425
1149,C-27245,36999.425
1150,C-9571,36999.425
1151,C-13085,36999.425
