,Customer ID,Loan Sanction Amount (USD)
270,C-41784,1107.5302
271,C-36379,56652.89
272,C-37051,53341.99
273,C-45284,16157.496
274,C-22611,25480.248
275,C-15220,22280.734
276,C-46916,24089.254
277,C-16477,3249.7146
278,C-32921,53862.195
279,C-10743,56945.098
280,C-25717,15503.144
281,C-38804,80915.53
282,C-47665,117383.555
283,C-47745,33933.184
284,C-8340,89538.82
285,C-35857,13019.247
286,C-13835,67671.055
287,C-8181,97144.14
288,C-7606,20020.281
289,C-28889,83610.305
290,C-19884,21750.012
291,C-26792,0.0
292,C-29963,58717.492
293,C-23208,22671.89
294,C-26232,107773.67
295,C-38972,2714.8545
296,C-28626,88107.78
297,C-3278,24729.61
298,C-9079,28619.246
299,C-18569,30808.691
300,C-43756,35157.758
301,C-17687,55017.582
302,C-5824,105246.33
303,C-6145,25403.387
304,C-5160,26138.328
305,C-13520,49691.418
306,C-2648,27663.385
307,C-9345,162935.56
308,C-46369,196461.25
309,C-34024,28578.584
310,C-37594,23607.424
311,C-16600,58967.633
312,C-12689,79058.164
313,C-31285,1864.5294
314,C-20977,72563.35
315,C-8645,69595.12
316,C-28949,61772.023
317,C-42339,2449.2378
318,C-18516,86137.555
319,C-26843,24581.445
320,C-37352,43231.81
321,C-9621,29670.473
322,C-40583,45389.766
323,C-44959,45655.94
324,C-10087,76716.086
325,C-31261,106443.28
326,C-2632,55259.605
327,C-35797,91065.29
328,C-9943,31930.15
329,C-48614,1436.8058
330,C-38577,26602.346
331,C-9012,17392.053
332,C-22068,30839.602
333,C-34390,11745.763
334,C-17445,22440.53
335,C-42960,23927.959
336,C-29172,27220.375
337,C-8067,20255.34
338,C-19101,383.0929
339,C-16365,0.0
340,C-46578,80505.98
341,C-7726,46994.42
342,C-11802,61900.918
343,C-26157,588.59283
344,C-12804,17201.479
345,C-13829,25365.56
346,C-16434,50102.273
347,C-27426,125455.36
348,C-40208,143265.73
349,C-35800,27351.865
350,C-14093,114.68688
351,C-11648,141509.05
352,C-44330,42827.41
353,C-3517,57423.184
354,C-21658,63625.035
355,C-6711,30531.922
356,C-16178,23865.498
357,C-19315,40706.242
358,C-12505,1271.6804
359,C-39404,58680.08
360,C-23783,822.7011
361,C-40002,46519.87
362,C-30526,21874.861
363,C-8034,48702.44
364,C-33801,46207.277
365,C-44646,54291.42
366,C-32172,20578.338
367,C-15887,0.0
368,C-391,2775.8928
369,C-35271,148779.4
370,C-45419,21634.045
371,C-26170,2376.3306
372,C-41141,67586.17
373,C-19608,26585.818
374,C-12816,36317.215
375,C-2852,689.12317
376,C-23982,41401.0
377,C-27035,44007.83
378,C-19243,35693.23
379,C-33098,25577.875
380,C-18918,56991.68
381,C-38094,26161.162
382,C-39100,55904.527
383,C-10477,16345.273
384,C-41693,28083.361
385,C-25244,61895.035
386,C-30176,148049.2
387,C-43024,11847.296
388,C-17663,31865.13
389,C-18116,49144.836
390,C-12113,68459.484
391,C-47954,42473.27
392,C-5056,147511.3
393,C-13678,2246.4475
394,C-11014,30020.994
395,C-38944,16023.609
396,C-6241,0.0
397,C-3386,6641.58
398,C-44010,29973.635
399,C-38450,43668.28
400,C-5233,41258.0
401,C-29556,23627.395
402,C-8420,106253.516
403,C-15978,25858.71
404,C-34580,22074.19
405,C-31624,0.0
406,C-26269,21886.299
407,C-22174,24991.562
408,C-39257,95863.195
409,C-461,5426.873
410,C-19987,25083.75
411,C-22313,48426.062
412,C-36169,36392.086
413,C-27644,29372.867
414,C-2735,1643.5642
415,C-15015,25087.125
416,C-37397,33607.26
417,C-45699,24070.924
418,C-20783,54994.902
419,C-17847,17143.332
420,C-38305,17093.137
421,C-6907,52.23842
422,C-7342,89088.5
423,C-7045,2711.5723
424,C-13221,77683.914
425,C-34726,34016.41
426,C-35426,59936.152
427,C-43748,62843.22
428,C-2888,29107.502
429,C-32967,29773.379
430,C-30265,95631.16
431,C-13304,128989.55
432,C-17380,62595.336
433,C-1417,56503.223
434,C-21679,44236.69
435,C-31369,146666.11
436,C-18618,2771.1028
437,C-15173,40611.457
438,C-25409,105559.49
439,C-22695,100674.37
440,C-7870,112831.914
441,C-35059,104515.56
442,C-19262,83025.49
443,C-10179,1189.5269
444,C-10978,0.0
445,C-45858,35154.473
446,C-8194,24999.75
447,C-9392,54223.305
448,C-49795,0.0
449,C-23829,21777.764
450,C-28834,12524.494
451,C-45277,51562.09
452,C-11440,22089.826
453,C-10158,37948.09
454,C-46131,655.98047
455,C-27846,42077.844
456,C-12099,34673.48
457,C-7556,31137.691
458,C-36717,57481.38
459,C-6230,28455.78
460,C-26450,78247.95
461,C-42638,41078.305
462,C-40852,83585.92
463,C-48264,25517.19
464,C-25725,41502.266
465,C-1251,23575.225
466,C-38116,64729.55
467,C-33330,56458.074
468,C-28034,34771.285
469,C-15275,43339.535
470,C-18947,75630.22
471,C-45711,29060.941
472,C-39206,90308.836
473,C-2536,37878.02
474,C-45427,131778.19
475,C-34637,93.648384
476,C-8357,19848.936
477,C-15199,88391.45
478,C-42345,45696.473
479,C-15973,64040.938
480,C-778,594.5317
481,C-18961,17921.434
482,C-31944,66814.22
483,C-49215,25110.512
484,C-15736,22708.734
485,C-39719,42724.39
486,C-21669,108151.305
487,C-12666,113574.695
488,C-108,52131.684
489,C-28294,44551.176
490,C-931,50215.62
491,C-46269,78386.42
492,C-21864,44933.23
493,C-40951,22216.645
494,C-17344,43586.65
495,C-30471,19530.336
496,C-6151,27155.78
497,C-49031,36618.46
498,C-21146,807.4194
499,C-9283,14103.866
500,C-38375,14160.624
501,C-37722,72619.02
502,C-39145,94783.92
503,C-7771,133858.95
504,C-14611,47727.24
505,C-3433,54922.1
506,C-47000,178079.98
507,C-38783,97114.79
508,C-25384,47547.12
509,C-27444,65435.758
510,C-20567,55212.297
511,C-19163,67395.32
512,C-7784,28885.527
513,C-42195,71073.9
514,C-15641,52128.793
515,C-45148,61175.375
516,C-49786,83804.945
517,C-43483,175388.48
518,C-31900,31271.266
519,C-7955,19589.031
520,C-49917,147941.1
521,C-20928,100372.56
522,C-32586,105091.29
523,C-8832,20420.89
524,C-37974,36855.26
525,C-11184,102953.05
526,C-27932,20885.023
527,C-22581,88742.65
528,C-17470,66390.27
529,C-35562,0.0
530,C-21391,15307.081
531,C-2036,64988.406
532,C-487,25069.822
533,C-49534,92171.0
534,C-27793,88478.15
535,C-47718,24554.232
536,C-28840,1184.9497
537,C-36903,221235.67
538,C-12478,22939.738
539,C-5497,74151.32
540,C-19291,26197.45
541,C-37414,28581.396
542,C-27189,46748.45
543,C-23974,1471.9009
544,C-37756,658.9725
545,C-6994,23249.717
546,C-26676,14311.566
547,C-18336,24908.754
548,C-39249,42908.6
549,C-46594,67303.33
550,C-46668,51889.64
551,C-31182,23014.525
552,C-33649,2449.2378
553,C-795,25529.338
554,C-41864,17691.408
555,C-27099,169660.16
556,C-13217,18219.668
557,C-27941,33717.383
558,C-26999,44974.23
559,C-19798,54484.234
560,C-872,20921.986
561,C-42696,85268.25
562,C-4207,44939.867
563,C-5977,38757.26
564,C-37417,91788.44
565,C-27520,111243.375
566,C-28968,47574.996
567,C-7218,92846.23
568,C-9926,157899.97
569,C-6283,14127.858
570,C-28564,228978.95
571,C-7458,43441.77
572,C-23936,72329.18
573,C-15056,42087.67
574,C-48332,11836.012
575,C-5285,50509.457
576,C-22261,17009.9
577,C-6649,57345.793
578,C-39775,88658.83
579,C-16672,746.1846
580,C-22949,34513.418
581,C-33264,0.0
582,C-18411,24433.404
583,C-2981,25673.342
584,C-25486,28854.418
585,C-20743,58859.98
586,C-43852,114125.45
587,C-33935,0.0
588,C-12280,248630.73
589,C-7324,0.0
590,C-10229,44991.812
591,C-29096,73239.44
592,C-7146,55528.01
593,C-48092,2011.6006
594,C-7802,11455.63
595,C-41995,61745.562
596,C-24558,933.01245
597,C-41069,52197.42
598,C-49771,17162.682
599,C-14429,32561.264
600,C-36459,39255.387
601,C-595,14568.242
602,C-37861,25805.06
603,C-5702,35716.617
604,C-48665,26743.127
605,C-44788,23147.332
606,C-41968,76714.11
607,C-28021,25226.479
608,C-49046,178956.45
609,C-48198,58083.863
610,C-2224,38340.066
611,C-29812,1475.1855
612,C-28119,24171.049
613,C-33458,21802.604
614,C-31298,33982.234
615,C-42213,53897.203
616,C-45134,17059.57
617,C-18790,52367.113
618,C-8651,33486.12
619,C-34551,111063.27
620,C-46838,144929.4
621,C-45834,108850.695
622,C-23656,52939.64
623,C-35479,50881.85
624,C-9171,121586.68
625,C-32795,137127.83
626,C-39761,23405.791
627,C-6842,27399.709
628,C-1477,165165.48
629,C-29391,12156.43
630,C-36372,55969.684
631,C-3050,885.41046
632,C-24135,4875.69
633,C-17657,128139.54
634,C-22379,55597.07
635,C-48251,51427.562
636,C-47996,973.4275
637,C-46600,0.0
638,C-24183,66.978584
639,C-39134,133587.72
640,C-3569,78395.79
641,C-44734,0.0
642,C-26917,37693.625
643,C-43369,220772.39
644,C-16973,67328.44
645,C-10007,2167.8699
646,C-45821,37331.465
647,C-22286,31442.598
648,C-26486,45248.86
649,C-4785,89248.945
650,C-41874,45309.723
651,C-40217,229364.45
652,C-21423,50828.77
653,C-42449,33801.445
654,C-34243,90543.805
655,C-3917,114364.25
656,C-33066,83847.31
657,C-2723,20336.738
658,C-8412,77424.75
659,C-9722,21677.943
660,C-38320,38166.305
661,C-29676,19815.666
662,C-27298,39854.445
663,C-31654,28472.43
664,C-13695,19109.38
665,C-25086,1037.9065
666,C-44465,17679.953
667,C-21654,62064.02
668,C-41060,89145.81
669,C-49595,91746.36
670,C-6280,99943.22
671,C-14434,22192.355
672,C-35331,34963.355
673,C-22482,52855.562
674,C-39569,43104.38
675,C-7791,106424.7
676,C-41802,182165.98
677,C-39667,35102.08
678,C-12376,41241.64
679,C-40906,83230.17
680,C-38890,23592.021
681,C-37476,58537.35
682,C-44946,95923.04
683,C-44451,21235.076
684,C-37113,148619.23
685,C-29497,23537.445
686,C-19756,4677.4
687,C-10272,23398.242
688,C-32834,134288.53
689,C-23725,60091.746
690,C-10753,0.0
691,C-17104,0.0
692,C-19153,42276.742
693,C-17340,20823.234
694,C-43187,104150.97
695,C-49532,1692.418
696,C-9014,39299.516
697,C-19519,61603.03
698,C-46047,52411.94
699,C-32269,17639.447
700,C-808,19386.045
701,C-25924,34911.09
702,C-39832,51178.625
703,C-9670,61131.656
704,C-44243,44784.277
705,C-32273,15177.096
706,C-38474,78870.83
707,C-3098,164760.2
708,C-1113,131935.23
709,C-48460,47244.668
710,C-14158,1045.4811
711,C-16411,138246.23
712,C-26187,101313.5
713,C-47185,53287.86
714,C-5417,54348.973
715,C-43392,6944.732
716,C-13685,238910.69
717,C-18903,35744.43
718,C-44156,15633.555
719,C-28524,17096.875
720,C-5184,41100.98
721,C-45033,49146.64
722,C-45354,126498.92
723,C-41123,34307.023
724,C-14213,890.57007
725,C-6888,34922.184
726,C-14104,1829.8872
727,C-2495,27762.988
728,C-17057,146361.2
729,C-5005,46311.594
730,C-41297,50858.246
731,C-42963,14990.597
732,C-23251,22242.879
733,C-23970,17316.547
734,C-40714,154412.81
735,C-38859,80239.91
736,C-7112,71610.266
737,C-18928,36852.418
738,C-29862,99969.25
739,C-30212,35463.76
740,C-15021,81896.29
741,C-7476,49313.277
742,C-41600,26374.982
743,C-32173,40321.99
744,C-38518,35552.273
745,C-38801,65591.5
746,C-1784,97438.84
747,C-24927,117462.91
748,C-39547,65629.85
749,C-43215,60728.125
750,C-23422,3243.568
751,C-37723,43950.523
752,C-29178,97634.26
753,C-19008,116766.89
754,C-5849,97042.58
755,C-6004,70468.75
756,C-23104,25861.8
757,C-24882,44437.07
758,C-43468,13108.44
759,C-35132,89662.914
760,C-42580,211578.86
761,C-11578,28277.031
762,C-8678,18572.686
763,C-19927,7580.9385
764,C-30508,31947.588
765,C-44874,36631.504
766,C-30186,7499.5674
767,C-10760,10019.008
768,C-26481,85391.33
769,C-46111,37357.977
770,C-32145,121852.76
771,C-32092,0.0
772,C-5752,93990.305
773,C-16382,88771.07
774,C-28591,126169.336
775,C-44846,55608.805
776,C-2932,48672.895
777,C-36463,162361.03
778,C-27695,46935.254
779,C-40748,75487.94
780,C-29783,132284.78
781,C-49739,16907.373
782,C-14812,63016.906
783,C-17082,29535.98
784,C-7455,112899.48
785,C-19358,25466.494
786,C-19549,36086.742
787,C-2666,34927.293
788,C-18984,65010.37
789,C-13649,25673.695
790,C-33798,17648.324
791,C-10307,95727.32
792,C-35501,0.0
793,C-8935,45962.508
794,C-26153,18764.984
795,C-4606,58974.12
796,C-18360,401.09424
797,C-39333,29729.244
798,C-12426,108960.41
799,C-6408,82416.56
800,C-28868,18272.59
801,C-42593,4240.562
802,C-31808,92820.99
803,C-32004,52742.734
804,C-32204,38629.926
805,C-12801,115091.5
806,C-25815,57137.305
807,C-22768,47115.45
808,C-32048,53939.312
809,C-19658,23076.64
810,C-26891,14721.737
811,C-40188,0.0
812,C-25433,25619.498
813,C-10378,73839.72
814,C-31318,161978.52
815,C-15344,1943.4171
816,C-22888,109.4235
817,C-43034,19120.57
818,C-19211,56434.707
819,C-10432,855.8126
820,C-22014,16073.055
821,C-18211,18146.793
822,C-23968,0.0
823,C-48530,47111.957
824,C-28054,1068.7173
825,C-2058,10543.155
826,C-34942,77842.55
827,C-530,64377.3
828,C-38117,14182.978
829,C-20913,26352.438
830,C-47070,91234.48
831,C-26019,36141.094
832,C-28532,54777.24
833,C-46716,53334.348
834,C-39327,42885.535
835,C-7240,31141.705
836,C-37949,209549.31
837,C-2195,152126.81
838,C-3355,81965.44
839,C-19733,67231.83
840,C-34255,83846.78
841,C-49287,0.0
842,C-32256,94916.92
843,C-22180,41018.71
844,C-5193,44237.234
845,C-38427,150751.62
846,C-44886,177447.95
847,C-3791,38519.824
848,C-32566,55971.156
849,C-15243,65409.918
850,C-5240,39521.766
851,C-49218,59633.387
852,C-25534,211.22948
853,C-47239,19963.604
854,C-8774,3878.8035
855,C-16520,147830.81
856,C-20311,71232.69
857,C-3650,0.0
858,C-18558,33752.688
859,C-14820,156158.86
860,C-34556,132075.92
861,C-43883,151150.38
862,C-40653,32539.875
863,C-47621,37424.473
864,C-49147,54117.36
865,C-440,130948.29
866,C-11354,23762.963
867,C-15107,54741.645
868,C-24501,50350.914
869,C-28551,31384.371
870,C-28773,31258.535
871,C-36617,115817.05
872,C-28244,1927.669
873,C-41307,117714.1
874,C-832,45586.88
875,C-8287,1007.1597
876,C-41225,111528.54
877,C-13965,52009.75
878,C-6491,61179.547
879,C-10751,46920.35
880,C-27955,24495.148
881,C-29401,15149.659
882,C-40588,27267.291
883,C-41993,0.0
884,C-37136,149326.2
885,C-41702,49191.625
886,C-37634,45796.086
887,C-7102,10776.03
888,C-32351,22181.148
889,C-17461,52593.207
890,C-2675,27098.633
891,C-34452,111703.31
892,C-35202,44681.523
893,C-35085,127349.016
894,C-25301,39275.64
895,C-18247,934.39087
896,C-26468,32774.824
897,C-39744,90729.4
898,C-39530,27905.523
899,C-15276,38949.32
900,C-27599,102509.66
901,C-16294,129461.43
902,C-45920,77762.28
903,C-42972,59759.336
904,C-35739,1471.1626
905,C-48070,24306.656
906,C-20738,79754.81
907,C-20164,0.0
908,C-35798,88135.12
909,C-36931,52152.535
910,C-40067,76547.27
911,C-7033,13822.273
912,C-2919,58535.19
913,C-92,0.0
914,C-10068,95333.414
915,C-30148,147661.1
916,C-6804,17690.03
917,C-41739,114973.125
918,C-26448,16845.08
919,C-5100,45309.4
920,C-6401,166786.1
921,C-14665,38369.74
922,C-3315,23152.482
923,C-20983,45493.04
924,C-32947,0.0
925,C-13518,49395.504
926,C-46708,53039.42
927,C-6592,179853.7
928,C-12364,23833.262
929,C-46390,128125.31
930,C-7318,30832.803
931,C-12943,30193.959
932,C-2883,45646.977
933,C-25283,25414.797
934,C-1618,2496.9338
935,C-1271,12686.856
936,C-40127,72464.086
937,C-36317,23820.588
938,C-48952,56385.934
939,C-29240,88297.445
940,C-25093,1010.2753
941,C-12384,41581.26
942,C-34319,32799.984
943,C-47779,55739.523
944,C-12945,57335.582
945,C-36060,663.4458
946,C-5616,8473.032
947,C-41883,58138.58
948,C-9039,64548.707
949,C-25362,108007.66
950,C-13744,69437.555
951,C-25047,209790.88
952,C-13036,98394.125
953,C-36276,22123.303
954,C-2811,250.83258
955,C-21717,126904.33
956,C-46988,1240.4979
957,C-48564,1006.74097
958,C-24260,49637.977
959,C-39925,17116.861
960,C-16917,108803.7
961,C-27996,16114.8545
962,C-37659,45411.535
963,C-15746,104211.61
964,C-46465,38.2532
965,C-40197,46746.113
966,C-39307,130925.44
967,C-23902,39303.465
968,C-19873,17929.605
969,C-47956,60059.223
970,C-13273,1782.1926
971,C-48337,97054.72
972,C-19271,34365.336
973,C-37094,63616.76
974,C-684,54439.71
975,C-24481,32585.576
976,C-12590,84594.47
977,C-25151,56120.51
978,C-17381,93312.36
979,C-38274,35927.227
980,C-1011,67582.08
981,C-1000,103178.85
982,C-20171,22019.04
983,C-17936,144676.72
984,C-44657,1126.4266
985,C-41222,80825.805
986,C-42705,49994.96
987,C-36949,112111.04
988,C-17725,47902.5
989,C-41035,2211.681
990,C-2207,90983.766
991,C-11404,47920.96
992,C-1537,10812.432
993,C-49111,116415.375
994,C-39701,58053.18
995,C-14555,20662.021
996,C-23018,40352.65
997,C-26076,60173.363
998,C-1292,79685.26
999,C-33809,24165.059
1000,C-34753,15789.269
1001,C-30028,70723.805
1002,C-33662,44942.75
1003,C-11938,48960.766
1004,C-15030,113470.78
1005,C-25693,119116.61
1006,C-39706,37739.965
1007,C-49830,42775.188
1008,C-1215,54068.64
1009,C-22515,18263.027
1010,C-34267,49399.254
1011,C-31199,27158.89
1012,C-46236,17874.906
1013,C-16259,29311.207
1014,C-2730,42212.35
1015,C-17938,62901.508
1016,C-41242,52740.59
1017,C-378,43596.707
1018,C-15648,8935.875
1019,C-48043,100138.19
1020,C-3027,135724.03
1021,C-43249,25709.803
1022,C-26632,0.0
1023,C-16859,55142.74
1024,C-23573,126622.7
1025,C-21886,579.70276
1026,C-31479,64476.383
1027,C-37999,1174.6461
1028,C-45817,80759.78
1029,C-19011,36482.94
1030,C-36365,25425.457
1031,C-7416,48503.586
1032,C-677,22426.725
1033,C-10599,24349.29
1034,C-1103,21791.287
1035,C-44906,70323.66
1036,C-16804,46711.305
1037,C-38012,33541.203
1038,C-13987,197534.17
1039,C-19544,111895.78
1040,C-3349,422.3691
1041,C-38961,44456.586
1042,C-38259,23609.365
1043,C-3666,20528.768
1044,C-36638,60287.316
1045,C-18230,178643.25
1046,C-11076,38585.3
1047,C-31226,42759.34
1048,C-9312,29037.537
1049,C-10276,97268.57
1050,C-44905,23588.121
1051,C-33369,0.0
1052,C-34166,36437.824
1053,C-45310,85447.81
1054,C-30527,132191.78
1055,C-4627,19830.623
1056,C-38353,134983.92
1057,C-4974,77923.81
1058,C-32095,2017.3568
1059,C-13549,18723.55
1060,C-43862,55076.312
1061,C-6688,97129.31
1062,C-5382,45532.383
1063,C-36550,38711.04
1064,C-721,53942.668
1065,C-1325,105898.945
1066,C-21418,134233.98
1067,C-33431,23013.545
1068,C-25465,0.0
1069,C-6769,31934.822
1070,C-35667,58626.227
1071,C-22630,21950.494
1072,C-1353,42528.215
1073,C-15765,42303.133
1074,C-47348,36259.137
1075,C-26798,2760.555
1076,C-1575,133461.47
1077,C-26100,0.0
1078,C-41279,26032.033
1079,C-43388,78485.32
1080,C-11917,127583.83
1081,C-6243,26935.473
1082,C-1218,52125.57
1083,C-20692,3170.5798
1084,C-37907,41811.465
1085,C-20591,117095.33
1086,C-34997,20517.86
1087,C-28405,38406.992
1088,C-45810,17876.734
1089,C-10134,1382.4314
1090,C-9407,24682.256
1091,C-19191,53766.832
1092,C-15367,21341.064
1093,C-44513,61205.438
1094,C-34160,31095.086
1095,C-1599,36596.742
1096,C-31067,52970.06
1097,C-25519,39967.285
1098,C-19761,32889.1
1099,C-1661,87970.22
1100,C-2525,36347.797
1101,C-25450,24107.186
1102,C-34833,22515.498
1103,C-8560,0.0
1104,C-20590,25578.033
1105,C-9890,102985.17
1106,C-3415,15246.837
1107,C-7271,26150.092
1108,C-948,21748.83
1109,C-2910,91887.04
1110,C-16054,64182.414
1111,C-21243,22449.078
1112,C-22407,145059.11
1113,C-46383,62955.156
1114,C-48914,17471.018
1115,C-16529,43.766235
1116,C-24655,0.0
1117,C-1926,107155.33
1118,C-32783,58617.72
1119,C-30296,21111.262
1120,C-23621,87064.44
1121,C-35554,21149.723
1122,C-46261,44495.086
1123,C-34107,31076.424
1124,C-42655,22450.963
1125,C-39873,50726.69
1126,C-17191,0.0
1127,C-23048,60345.68
1128,C-33498,28882.97
1129,C-906,32801.125
1130,C-7234,27690.648
1131,C-18364,30106.64
1132,C-4434,63549.75
1133,C-23245,150882.75
1134,C-17033,131596.6
1135,C-2814,74352.77
1136,C-39554,56214.48
1137,C-24123,35709.023
1138,C-7293,0.0
1139,C-41615,17238.932
1140,C-4869,36275.887
1141,C-2885,40278.9
1142,C-18098,100360.875
1143,C-8981,79298.67
1144,C-15668,307.1531
1145,C-2158,84406.555
1146,C-47085,16709.064
1147,C-29563,17463.91
1148,C-6396,15943.581
1149,C-27245,32853.797
1150,C-9571,15171.235
